Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000187741.15	2.72	3.1	2.93	2.52	2.6	2.32	FANCA	chr16	protein_coding	FA complementation group A
ENSG00000123570.4	0.01	0.02	0.04	0.06	0.03	0.06	RAB9B	chrX	protein_coding	RAB9B, member RAS oncogene family
ENSG00000261570.2	0.0	0.01	0.0	0.0	0.01	0.0	AGK-DT	chr7	lncRNA	AGK divergent transcript
ENSG00000012504.15	0.87	0.82	0.67	2.0	1.76	1.78	NR1H4	chr12	protein_coding	nuclear receptor subfamily 1 group H member 4
ENSG00000271643.2	0.28	0.23	0.34	0.56	0.49	0.57	PDCD6IP-DT	chr3	lncRNA	PDCD6IP divergent transcript
ENSG00000259062.2	0.15	0.03	0.05	0.06	0.06	0.14	ACTN1-AS1	chr14	lncRNA	--
ENSG00000125901.6	103.66	97.11	101.73	87.09	83.56	76.31	MRPS26	chr20	protein_coding	mitochondrial ribosomal protein S26
ENSG00000229839.6	0.0	0.0	0.0	0.01	0.01	0.0	AC018462.2	chr2	lncRNA	--
ENSG00000248593.3	9.47	9.13	8.37	9.14	9.87	8.22	DSTNP2	chr12	transcribed_unprocessed_pseudogene	DSTN pseudogene 2
ENSG00000234127.9	7.11	6.67	7.7	8.81	8.05	8.23	TRIM26	chr6	protein_coding	tripartite motif containing 26
ENSG00000272137.1	0.06	0.06	0.15	0.22	0.0	0.22	RP11-177G23.2	chr6	lncRNA	--
ENSG00000159873.10	4.65	4.65	4.93	3.34	3.12	3.23	CCDC117	chr22	protein_coding	coiled-coil domain containing 117
ENSG00000178761.15	4.6	4.36	4.32	9.71	9.39	9.16	FAM219B	chr15	protein_coding	family with sequence similarity 219 member B
ENSG00000124614.16	0.26	0.5	0.43	0.46	0.36	0.42	RPS10	chr6	protein_coding	ribosomal protein S10
ENSG00000253666.2	0.01	0.02	0.01	0.02	0.01	0.03	KB-1615E4.2	chr8	lncRNA	--
ENSG00000272510.1	0.47	0.17	0.41	0.61	0.7	0.98	RP4-680D5.8	chr1	lncRNA	--
ENSG00000280335.1	0.0	0.0	0.0	0.0	0.04	0.0	RP11-15F12.6	chr18	TEC	--
ENSG00000188933.16	0.0	0.0	0.0	0.02	0.02	0.03	USP32P1	chr17	transcribed_unprocessed_pseudogene	ubiquitin specific peptidase 32 pseudogene 1
ENSG00000260442.5	2.57	4.14	4.3	1.8	1.83	1.93	ATP2A1-AS1	chr16	lncRNA	ATP2A1 antisense RNA 1
ENSG00000120334.16	1.2	1.2	1.41	1.12	1.02	1.33	CENPL	chr1	protein_coding	centromere protein L
ENSG00000185219.17	0.38	0.31	0.33	0.57	0.55	0.59	ZNF445	chr3	protein_coding	zinc finger protein 445
ENSG00000137944.18	3.55	3.53	2.67	2.25	2.26	2.18	KYAT3	chr1	protein_coding	kynurenine aminotransferase 3
ENSG00000281741.2	0.0	0.03	0.0	0.02	0.05	0.02	CH17-118O6.6	chr1	TEC	--
ENSG00000249526.1	0.0	0.0	0.0	0.05	0.0	0.0	CTB-35F21.1	chr5	lncRNA	--
ENSG00000230922.1	0.15	0.15	0.14	0.14	0.11	0.06	RP4-753M9.1	chr22	lncRNA	--
ENSG00000135744.9	0.59	0.53	0.53	0.98	1.1	0.91	AGT	chr1	protein_coding	angiotensinogen
ENSG00000182512.5	35.17	35.83	36.07	36.6	32.38	32.03	GLRX5	chr14	protein_coding	glutaredoxin 5
ENSG00000149054.16	0.24	0.3	0.28	0.18	0.2	0.28	ZNF215	chr11	protein_coding	zinc finger protein 215
ENSG00000165684.5	1.21	1.23	1.35	1.09	1.19	1.28	SNAPC4	chr9	protein_coding	small nuclear RNA activating complex polypeptide 4
ENSG00000279328.1	0.0	0.0	0.03	0.07	0.03	0.03	RP11-203H19.2	chr3	TEC	--
ENSG00000122068.13	2.84	2.86	2.91	2.34	2.58	2.57	FYTTD1	chr3	protein_coding	forty-two-three domain containing 1
ENSG00000134339.9	0.0	0.0	0.01	0.0	0.04	0.0	SAA2	chr11	protein_coding	serum amyloid A2
ENSG00000236569.3	0.0	0.03	0.0	0.03	0.0	0.06	HNRNPA1P73	chr7	processed_pseudogene	heterogeneous nuclear ribonucleoprotein A1 pseudogene 73
ENSG00000281903.2	0.0	0.0	0.01	0.0	0.01	0.01	LINC02246	chr21	lncRNA	long intergenic non-protein coding RNA 2246
ENSG00000134744.14	0.59	0.62	0.62	0.81	0.84	0.97	TUT4	chr1	protein_coding	terminal uridylyl transferase 4
ENSG00000232859.10	0.08	0.08	0.13	0.5	0.35	0.39	LYRM9	chr17	protein_coding	LYR motif containing 9
ENSG00000118985.16	1.92	1.72	1.79	2.04	2.32	2.18	ELL2	chr5	protein_coding	elongation factor for RNA polymerase II 2
ENSG00000135766.9	14.22	15.25	15.42	14.0	13.72	14.01	EGLN1	chr1	protein_coding	egl-9 family hypoxia inducible factor 1
ENSG00000253317.1	0.0	0.0	0.03	0.1	0.07	0.13	RP11-142A23.1	chr8	lncRNA	--
ENSG00000136936.11	4.83	4.11	4.22	5.37	5.58	5.09	XPA	chr9	protein_coding	XPA, DNA damage recognition and repair factor
ENSG00000164897.14	18.72	19.24	19.59	22.58	20.92	20.17	TMUB1	chr7	protein_coding	transmembrane and ubiquitin like domain containing 1
ENSG00000235618.8	0.04	0.02	0.03	0.04	0.03	0.08	FAM21EP	chr10	transcribed_unprocessed_pseudogene	family with sequence similarity 21 member E, pseudogene
ENSG00000180953.11	1.4	1.07	1.67	2.44	2.58	2.3	ST20	chr15	protein_coding	suppressor of tumorigenicity 20
ENSG00000227751.1	9.55	10.1	9.56	9.55	11.69	11.03	RCC2-AS1	chr1	lncRNA	RCC2 antisense RNA 1
ENSG00000270074.1	0.0	0.0	0.02	0.0	0.02	0.0	RP11-351I21.11	chr8	lncRNA	--
ENSG00000151790.9	0.11	0.05	0.08	0.18	0.21	0.25	TDO2	chr4	protein_coding	tryptophan 2,3-dioxygenase
ENSG00000180423.4	1.22	1.07	1.08	1.75	1.43	1.54	HARBI1	chr11	protein_coding	harbinger transposase derived 1
ENSG00000229912.1	0.0	0.0	0.0	0.04	0.0	0.17	AC128709.4	chr3	lncRNA	--
ENSG00000282787.1	0.05	0.15	0.04	0.4	0.45	0.4	RP11-151A10.3	chr10	lncRNA	--
ENSG00000143952.20	3.66	4.11	3.79	2.41	2.22	2.49	VPS54	chr2	protein_coding	VPS54 subunit of GARP complex
ENSG00000163746.12	0.02	0.01	0.03	0.0	0.03	0.01	PLSCR2	chr3	protein_coding	phospholipid scramblase 2
ENSG00000149380.12	2.35	2.14	2.08	4.56	4.34	4.15	P4HA3	chr11	protein_coding	prolyl 4-hydroxylase subunit alpha 3
ENSG00000173812.11	186.63	182.71	189.66	179.59	166.61	160.35	EIF1	chr17	protein_coding	eukaryotic translation initiation factor 1
ENSG00000162174.12	5.32	4.45	5.65	5.37	4.82	4.73	ASRGL1	chr11	protein_coding	asparaginase and isoaspartyl peptidase 1
ENSG00000185404.17	0.99	0.76	0.86	1.12	1.06	1.68	SP140L	chr2	protein_coding	SP140 nuclear body protein like
ENSG00000275936.1	0.0	0.0	0.03	0.7	0.67	0.42	RP1-278C19.8	chr12	lncRNA	--
ENSG00000130844.19	0.54	0.5	0.52	1.42	1.39	1.4	ZNF331	chr19	protein_coding	zinc finger protein 331
ENSG00000170373.9	32.78	29.31	33.53	28.06	26.61	25.88	CST1	chr20	protein_coding	cystatin SN
ENSG00000232838.4	0.76	0.87	0.9	1.16	1.46	1.66	PET117	chr20	protein_coding	PET117 cytochrome c oxidase chaperone
ENSG00000227486.2	0.0	0.0	0.0	0.0	0.02	0.01	RP13-188A5.1	chrX	lncRNA	--
ENSG00000119321.9	1.48	1.45	1.52	1.91	1.82	1.98	FKBP15	chr9	protein_coding	FKBP prolyl isomerase family member 15
ENSG00000070778.13	1.0	1.05	1.13	1.45	1.53	1.61	PTPN21	chr14	protein_coding	protein tyrosine phosphatase non-receptor type 21
ENSG00000066382.17	0.01	0.0	0.0	0.0	0.0	0.0	MPPED2	chr11	protein_coding	metallophosphoesterase domain containing 2
ENSG00000225377.6	0.57	0.61	0.62	0.58	0.61	0.55	NRSN2-AS1	chr20	lncRNA	NRSN2 antisense RNA 1
ENSG00000279246.1	0.12	0.12	0.14	0.41	0.47	0.49	RP11-286N22.14	chr11	TEC	--
ENSG00000251733.1	0.0	0.0	0.0	0.0	0.0	0.2	SCARNA8	chr9	scaRNA	small Cajal body-specific RNA 8
ENSG00000117411.18	8.44	8.17	8.21	11.07	10.56	10.73	B4GALT2	chr1	protein_coding	beta-1,4-galactosyltransferase 2
ENSG00000156411.10	43.06	42.12	44.65	45.4	42.89	38.94	ATP5MJ	chr14	protein_coding	ATP synthase membrane subunit j
ENSG00000147439.13	2.79	2.15	2.71	2.09	1.85	1.81	BIN3	chr8	protein_coding	bridging integrator 3
ENSG00000116353.16	4.39	4.37	4.5	5.51	6.09	5.75	MECR	chr1	protein_coding	mitochondrial trans-2-enoyl-CoA reductase
ENSG00000237036.5	0.32	0.4	0.5	1.01	0.93	0.9	ZEB1-AS1	chr10	lncRNA	ZEB1 antisense RNA 1
ENSG00000169217.9	19.66	17.68	18.79	15.75	15.68	15.33	CD2BP2	chr16	protein_coding	CD2 cytoplasmic tail binding protein 2
ENSG00000151470.13	0.52	0.44	0.51	0.99	0.93	0.92	C4orf33	chr4	protein_coding	chromosome 4 open reading frame 33
ENSG00000105072.9	1.11	0.99	1.13	1.48	1.3	1.35	C19orf44	chr19	protein_coding	chromosome 19 open reading frame 44
ENSG00000092208.19	6.66	7.27	6.13	4.66	4.05	4.15	GEMIN2	chr14	protein_coding	gem nuclear organelle associated protein 2
ENSG00000253395.1	0.19	0.0	0.0	0.0	0.12	0.12	KB-1460A1.1	chr8	lncRNA	--
ENSG00000003056.8	17.02	17.95	16.54	15.9	16.5	16.89	M6PR	chr12	protein_coding	mannose-6-phosphate receptor, cation dependent
ENSG00000241962.9	9.55	9.1	9.56	4.7	5.78	5.85	RP11-111H13.1	chr2	protein_coding	--
ENSG00000111674.9	19.77	20.15	19.7	13.44	13.27	12.87	ENO2	chr12	protein_coding	enolase 2
ENSG00000261663.1	0.21	0.11	0.24	0.6	0.54	0.73	RP11-304L19.11	chr16	lncRNA	--
ENSG00000259456.4	0.21	0.23	0.36	0.73	0.48	0.42	ADNP-AS1	chr20	lncRNA	ADNP antisense RNA 1
ENSG00000184154.15	0.34	0.49	0.35	0.77	0.84	0.67	LRTOMT	chr11	protein_coding	leucine rich transmembrane and O-methyltransferase domain containing
ENSG00000136250.12	0.0	0.0	0.01	0.01	0.02	0.01	AOAH	chr7	protein_coding	acyloxyacyl hydrolase
ENSG00000278472.1	0.3	0.53	0.56	0.75	0.41	0.74	RP11-74D7.3	chr15	lncRNA	--
ENSG00000133460.19	0.65	0.59	0.62	1.71	1.63	1.6	SLC2A11	chr22	protein_coding	solute carrier family 2 member 11
ENSG00000207445.1	0.93	1.03	0.64	0.9	0.18	1.08	SNORD15B	chr11	snoRNA	small nucleolar RNA, C/D box 15B
ENSG00000259658.5	0.25	0.28	0.27	0.76	0.47	0.81	RP11-89K11.1	chr15	transcribed_unprocessed_pseudogene	--
ENSG00000245552.7	0.0	0.0	0.01	0.04	0.03	0.01	RP11-712B9.2	chr11	lncRNA	--
ENSG00000198000.12	1.8	1.74	2.02	2.1	2.18	2.57	NOL8	chr9	protein_coding	nucleolar protein 8
ENSG00000223969.6	0.0	0.0	0.01	0.01	0.0	0.0	AC002456.2	chr7	lncRNA	--
ENSG00000162408.11	2.77	3.04	3.07	2.23	2.36	2.09	NOL9	chr1	protein_coding	nucleolar protein 9
ENSG00000224950.2	0.05	0.07	0.07	0.09	0.12	0.11	RP5-1086K13.1	chr1	lncRNA	--
ENSG00000279539.1	0.33	0.29	0.4	0.32	0.35	0.26	AC006486.10	chr19	TEC	--
ENSG00000165028.12	0.08	0.04	0.11	0.21	0.29	0.3	NIPSNAP3B	chr9	protein_coding	nipsnap homolog 3B
ENSG00000256458.1	0.06	0.07	0.0	0.18	0.0	0.0	RP11-363J17.1	chr2	lncRNA	--
ENSG00000265519.1	0.0	0.17	0.13	0.0	0.23	0.23	CTD-3157E16.1	chr17	lncRNA	--
ENSG00000273893.1	1.13	1.77	1.34	1.92	1.34	1.01	RP1-101A2.1	chr20	lncRNA	--
ENSG00000109819.9	0.42	0.46	0.53	0.86	0.9	0.83	PPARGC1A	chr4	protein_coding	PPARG coactivator 1 alpha
ENSG00000163931.16	183.77	174.51	179.75	126.02	117.35	116.43	TKT	chr3	protein_coding	transketolase
ENSG00000197408.10	0.01	0.02	0.03	0.03	0.02	0.06	CYP2B6	chr19	protein_coding	cytochrome P450 family 2 subfamily B member 6
ENSG00000158985.14	7.03	7.19	7.34	9.36	9.37	10.24	CDC42SE2	chr5	protein_coding	CDC42 small effector 2
ENSG00000259883.2	0.0	0.0	0.0	0.07	0.07	0.0	EHD4-AS1	chr15	lncRNA	EHD4 antisense RNA 1
ENSG00000288012.1	4.1	3.04	2.83	4.0	2.78	2.42	RP11-95J9.3	chr11	lncRNA	--
ENSG00000281571.2	0.2	0.11	0.17	0.02	0.05	0.07	CH17-195P21.2	chr1	TEC	--
ENSG00000243819.4	0.36	0.33	0.28	0.55	0.44	0.49	RN7SL832P	chr2	lncRNA	RNA, 7SL, cytoplasmic 832, pseudogene
ENSG00000269068.1	0.2	0.11	0.0	0.1	0.15	0.19	RP11-256I23.2	chr2	lncRNA	--
ENSG00000080298.16	0.09	0.06	0.08	0.18	0.22	0.23	RFX3	chr9	protein_coding	regulatory factor X3
ENSG00000244038.11	54.89	53.79	56.36	68.09	66.92	63.11	DDOST	chr1	protein_coding	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
ENSG00000110697.13	4.53	4.75	4.33	4.07	3.87	3.85	PITPNM1	chr11	protein_coding	phosphatidylinositol transfer protein membrane associated 1
ENSG00000223646.2	0.01	0.0	0.0	0.0	0.0	0.01	AC002463.3	chr7	lncRNA	--
ENSG00000173040.13	0.29	0.31	0.36	0.42	0.36	0.39	EVC2	chr4	protein_coding	EvC ciliary complex subunit 2
ENSG00000284930.1	0.04	0.04	0.0	0.02	0.02	0.02	RP1-240K6.4	chr14	lncRNA	--
ENSG00000164404.8	0.46	0.46	0.36	0.34	0.36	0.33	GDF9	chr5	protein_coding	growth differentiation factor 9
ENSG00000178605.13	0.32	0.4	0.38	0.16	0.24	0.16	GTPBP6	chrX	protein_coding	GTP binding protein 6 (putative)
ENSG00000137288.10	11.69	10.8	11.15	11.55	11.9	11.01	UQCC2	chr6	protein_coding	ubiquinol-cytochrome c reductase complex assembly factor 2
ENSG00000016391.11	1.58	1.32	1.36	1.21	0.96	0.94	CHDH	chr3	protein_coding	choline dehydrogenase
ENSG00000169228.14	10.84	10.48	11.18	18.23	18.21	17.16	RAB24	chr5	protein_coding	RAB24, member RAS oncogene family
ENSG00000233328.3	0.06	0.07	0.17	0.12	0.06	0.0	PFN1P1	chr1	processed_pseudogene	profilin 1 pseudogene 1
ENSG00000131730.16	0.01	0.01	0.0	0.0	0.0	0.0	CKMT2	chr5	protein_coding	creatine kinase, mitochondrial 2
ENSG00000006534.16	24.96	22.37	23.87	42.25	41.03	38.51	ALDH3B1	chr11	protein_coding	aldehyde dehydrogenase 3 family member B1
ENSG00000141504.12	20.25	18.65	20.34	22.11	23.01	20.7	SAT2	chr17	protein_coding	spermidine/spermine N1-acetyltransferase family member 2
ENSG00000279917.1	0.0	0.0	0.0	0.0	0.0	0.01	RP11-360N9.2	chr17	TEC	--
ENSG00000127837.10	31.9	31.99	31.69	29.69	28.02	28.63	AAMP	chr2	protein_coding	angio associated migratory cell protein
ENSG00000164659.15	0.01	0.01	0.01	0.03	0.01	0.01	ELAPOR2	chr7	protein_coding	endosome-lysosome associated apoptosis and autophagy regulator family member 2
ENSG00000165813.20	0.44	0.43	0.47	0.63	0.65	0.81	CCDC186	chr10	protein_coding	coiled-coil domain containing 186
ENSG00000156876.10	1.06	1.11	0.91	1.07	1.14	1.03	SASS6	chr1	protein_coding	SAS-6 centriolar assembly protein
ENSG00000151725.12	5.7	5.63	5.59	5.49	5.88	5.22	CENPU	chr4	protein_coding	centromere protein U
ENSG00000053770.12	1.68	1.85	2.08	1.5	1.27	1.49	AP5M1	chr14	protein_coding	adaptor related protein complex 5 subunit mu 1
ENSG00000102302.8	1.44	1.71	1.41	1.68	1.7	1.76	FGD1	chrX	protein_coding	FYVE, RhoGEF and PH domain containing 1
ENSG00000278887.2	0.3	0.21	0.12	0.27	0.05	0.24	RP11-347C12.4	chr16	transcribed_unprocessed_pseudogene	--
ENSG00000254463.1	0.0	0.0	0.0	0.05	0.0	0.0	PPIAP41	chr11	processed_pseudogene	peptidylprolyl isomerase A pseudogene 41
ENSG00000101003.10	18.05	17.92	18.27	15.86	16.28	16.07	GINS1	chr20	protein_coding	GINS complex subunit 1
ENSG00000253394.6	0.01	0.01	0.0	0.01	0.01	0.01	LINC00534	chr8	lncRNA	long intergenic non-protein coding RNA 534
ENSG00000197816.16	0.01	0.0	0.0	0.02	0.03	0.02	CCDC180	chr9	protein_coding	coiled-coil domain containing 180
ENSG00000246089.3	1.28	1.3	1.15	1.26	1.21	1.1	RP11-115C21.2	chr8	lncRNA	--
ENSG00000229672.3	0.01	0.01	0.0	0.0	0.0	0.0	RP11-184A2.3	chr10	lncRNA	--
ENSG00000198700.10	6.74	7.0	6.78	5.39	5.26	5.69	IPO9	chr1	protein_coding	importin 9
ENSG00000183020.14	6.46	6.53	6.5	7.64	7.63	7.44	AP2A2	chr11	protein_coding	adaptor related protein complex 2 subunit alpha 2
ENSG00000235420.7	0.0	0.0	0.02	0.0	0.06	0.0	RPL29P30	chr15	transcribed_processed_pseudogene	ribosomal protein L29 pseudogene 30
ENSG00000165804.16	7.3	6.83	7.6	11.52	10.87	10.29	ZNF219	chr14	protein_coding	zinc finger protein 219
ENSG00000108785.7	0.0	0.06	0.1	0.14	0.03	0.03	HSD17B1P1	chr17	unprocessed_pseudogene	hydroxysteroid 17-beta dehydrogenase 1 pseudogene 1
ENSG00000181938.14	3.23	3.54	3.2	2.53	2.56	2.34	GINS3	chr16	protein_coding	GINS complex subunit 3
ENSG00000232306.2	0.0	0.0	0.0	0.08	0.03	0.08	AC012485.2	chr2	lncRNA	--
ENSG00000269696.2	0.0	0.0	0.0	0.07	0.09	0.16	ZNF470-DT	chr19	lncRNA	ZNF470 divergent transcript
ENSG00000186594.14	3.98	4.2	4.0	5.95	5.67	5.5	MIR22HG	chr17	lncRNA	MIR22 host gene
ENSG00000251049.2	0.0	0.0	0.0	0.0	0.0	0.04	RP11-685F15.1	chr4	lncRNA	--
ENSG00000282508.2	0.03	0.01	0.02	0.03	0.02	0.02	LINC01002	chr19	lncRNA	long intergenic non-protein coding RNA 1002
ENSG00000132305.21	46.43	48.45	44.86	42.64	43.83	44.8	IMMT	chr2	protein_coding	inner membrane mitochondrial protein
ENSG00000158089.15	8.26	7.83	7.95	7.03	6.81	6.77	GALNT14	chr2	protein_coding	polypeptide N-acetylgalactosaminyltransferase 14
ENSG00000267892.1	0.12	0.06	0.07	0.78	0.59	0.41	CTD-2540F13.2	chr19	lncRNA	--
ENSG00000137440.5	5.3	5.14	4.96	2.45	2.59	2.71	FGFBP1	chr4	protein_coding	fibroblast growth factor binding protein 1
ENSG00000254595.1	0.6	0.04	0.1	0.11	0.08	0.08	CTD-2010I16.1	chr11	processed_pseudogene	--
ENSG00000188242.4	3.37	3.32	3.5	4.78	4.8	4.62	PP7080	chr5	lncRNA	--
ENSG00000177082.13	3.46	3.38	3.41	3.87	3.5	3.93	WDR73	chr15	protein_coding	WD repeat domain 73
ENSG00000111199.12	0.02	0.01	0.02	0.0	0.01	0.0	TRPV4	chr12	protein_coding	transient receptor potential cation channel subfamily V member 4
ENSG00000082068.9	1.49	1.64	1.82	1.78	1.73	1.72	WDR70	chr5	protein_coding	WD repeat domain 70
ENSG00000215464.4	0.0	0.2	0.0	0.0	0.0	0.06	AP000354.2	chr22	processed_pseudogene	--
ENSG00000093010.15	8.84	8.03	8.63	8.84	8.41	7.87	COMT	chr22	protein_coding	catechol-O-methyltransferase
ENSG00000203993.6	2.21	2.06	1.82	2.64	2.26	2.23	ARRDC1-AS1	chr9	lncRNA	ARRDC1 antisense RNA 1
ENSG00000156110.15	6.5	6.71	6.81	6.09	6.02	5.95	ADK	chr10	protein_coding	adenosine kinase
ENSG00000258458.8	0.02	0.04	0.02	0.09	0.07	0.12	CTD-2555K7.2	chr14	lncRNA	--
ENSG00000077684.16	3.71	3.4	3.64	5.56	5.67	5.38	JADE1	chr4	protein_coding	jade family PHD finger 1
ENSG00000231794.5	0.0	0.0	0.0	0.01	0.01	0.0	AC009542.2	chr7	lncRNA	--
ENSG00000185483.12	0.45	0.59	0.57	0.86	1.01	1.3	ROR1	chr1	protein_coding	receptor tyrosine kinase like orphan receptor 1
ENSG00000181744.9	1.67	2.01	1.74	1.62	1.77	2.19	DIPK2A	chr3	protein_coding	divergent protein kinase domain 2A
ENSG00000184432.11	3.73	3.76	3.74	3.22	3.04	3.4	COPB2	chr3	protein_coding	COPI coat complex subunit beta 2
ENSG00000274226.5	0.0	0.0	0.01	0.01	0.01	0.01	TBC1D3H	chr17	protein_coding	TBC1 domain family member 3H
ENSG00000167281.19	0.5	0.41	0.5	1.92	1.58	1.71	RBFOX3	chr17	protein_coding	RNA binding fox-1 homolog 3
ENSG00000274213.1	8.38	8.76	10.09	4.76	3.46	3.69	RP11-670E13.6	chr17	lncRNA	--
ENSG00000269044.2	0.83	0.98	1.57	1.12	1.27	1.16	CTC-429P9.3	chr19	lncRNA	--
ENSG00000181396.13	3.69	3.61	3.55	2.89	2.91	2.7	OGFOD3	chr17	protein_coding	2-oxoglutarate and iron dependent oxygenase domain containing 3
ENSG00000106976.21	10.71	10.5	11.03	15.84	15.22	15.1	DNM1	chr9	protein_coding	dynamin 1
ENSG00000272024.1	0.13	0.0	0.0	0.06	0.2	0.06	RP11-546K22.3	chr8	lncRNA	--
ENSG00000228477.1	0.11	0.08	0.03	0.04	0.0	0.0	RP3-342P20.2	chr1	processed_pseudogene	--
ENSG00000270099.1	0.06	0.06	0.05	0.11	0.05	0.0	RP11-248J23.7	chr10	protein_coding	--
ENSG00000170476.16	0.02	0.01	0.05	0.01	0.04	0.05	MZB1	chr5	protein_coding	marginal zone B and B1 cell specific protein
ENSG00000267388.1	0.0	0.0	0.0	0.0	0.09	0.04	AF038458.5	chr19	lncRNA	--
ENSG00000253710.5	0.65	0.67	0.63	0.69	0.66	0.78	ALG11	chr13	protein_coding	ALG11 alpha-1,2-mannosyltransferase
ENSG00000116030.17	59.38	58.05	59.73	62.83	59.6	60.94	SUMO1	chr2	protein_coding	small ubiquitin like modifier 1
ENSG00000062650.20	2.73	2.72	2.74	2.83	2.94	2.99	WAPL	chr10	protein_coding	WAPL cohesin release factor
ENSG00000232946.1	0.0	0.0	0.28	0.87	0.4	0.71	RPL35AP20	chr9	processed_pseudogene	ribosomal protein L35a pseudogene 20
ENSG00000132842.14	7.67	8.43	7.93	6.71	7.21	7.12	AP3B1	chr5	protein_coding	adaptor related protein complex 3 subunit beta 1
ENSG00000004777.18	0.34	0.33	0.41	1.24	0.99	0.99	ARHGAP33	chr19	protein_coding	Rho GTPase activating protein 33
ENSG00000119906.13	1.8	2.12	2.0	2.24	2.31	2.07	SLF2	chr10	protein_coding	SMC5-SMC6 complex localization factor 2
ENSG00000173137.12	3.26	2.46	3.11	4.01	3.65	3.29	ADCK5	chr8	protein_coding	aarF domain containing kinase 5
ENSG00000225039.1	0.0	0.0	0.0	0.06	0.0	0.06	LINC01058	chr13	lncRNA	long intergenic non-protein coding RNA 1058
ENSG00000166796.12	0.03	0.03	0.04	0.0	0.0	0.01	LDHC	chr11	protein_coding	lactate dehydrogenase C
ENSG00000075426.12	8.68	9.21	9.5	6.74	6.98	7.53	FOSL2	chr2	protein_coding	FOS like 2, AP-1 transcription factor subunit
ENSG00000148935.11	0.13	0.11	0.08	0.24	0.23	0.21	GAS2	chr11	protein_coding	growth arrest specific 2
ENSG00000259212.1	0.06	0.0	0.0	0.11	0.0	0.06	CTD-3065B20.2	chr15	lncRNA	--
ENSG00000286873.1	0.18	0.26	0.4	0.45	0.25	0.67	RP11-395A13.3	chr2	lncRNA	--
ENSG00000272144.1	0.13	0.06	0.02	0.58	0.79	0.53	CTD-2035E11.5	chr5	lncRNA	--
ENSG00000023516.9	1.36	1.42	1.3	1.87	1.88	2.07	AKAP11	chr13	protein_coding	A-kinase anchoring protein 11
ENSG00000147223.6	0.02	0.03	0.02	0.09	0.04	0.09	RIPPLY1	chrX	protein_coding	ripply transcriptional repressor 1
ENSG00000213055.3	0.0	0.0	0.0	0.0	0.0	0.04	EEF1B2P7	chr2	processed_pseudogene	eukaryotic translation elongation factor 1 beta 2 pseudogene 7
ENSG00000224424.8	0.08	0.11	0.15	0.48	0.35	0.39	PRKAR2A-AS1	chr3	lncRNA	PRKAR2A antisense RNA 1
ENSG00000184986.11	2.55	2.37	2.82	2.15	1.61	1.89	TMEM121	chr14	protein_coding	transmembrane protein 121
ENSG00000172037.14	5.32	4.73	5.14	10.56	9.51	10.19	LAMB2	chr3	protein_coding	laminin subunit beta 2
ENSG00000134028.14	0.0	0.0	0.0	0.0	0.0	0.02	ADAMDEC1	chr8	protein_coding	ADAM like decysin 1
ENSG00000196792.12	2.72	3.74	3.52	4.31	4.9	5.41	STRN3	chr14	protein_coding	striatin 3
ENSG00000257489.6	0.0	0.0	0.05	0.04	0.0	0.09	RP11-175P13.3	chr12	transcribed_unprocessed_pseudogene	--
ENSG00000286259.1	0.0	0.0	0.0	0.0	0.0	0.01	RP11-114H23.4	chr12	lncRNA	--
ENSG00000235010.1	0.27	0.19	0.18	0.26	0.27	0.33	RP11-140A10.3	chr10	lncRNA	--
ENSG00000133884.10	4.59	4.77	4.72	4.51	4.18	4.2	DPF2	chr11	protein_coding	double PHD fingers 2
ENSG00000273192.1	0.94	0.77	0.73	1.13	1.13	0.84	CITF22-1A6.3	chr22	lncRNA	--
ENSG00000234800.2	0.0	0.0	0.05	0.0	0.0	0.06	PCMTD1P3	chr7	processed_pseudogene	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 3
ENSG00000135924.17	4.23	3.78	4.34	5.1	4.22	4.49	DNAJB2	chr2	protein_coding	DnaJ heat shock protein family (Hsp40) member B2
ENSG00000267375.1	0.11	0.0	0.0	0.22	0.11	0.11	CTB-186G2.4	chr19	lncRNA	--
ENSG00000228045.1	0.0	0.0	0.0	0.0	0.0	0.15	DNAJA1P6	chr22	processed_pseudogene	DnaJ heat shock protein family (Hsp40) member A1 pseudogene 6
ENSG00000214282.3	0.02	0.0	0.0	0.0	0.0	0.0	KRT8P14	chrX	processed_pseudogene	keratin 8 pseudogene 14
ENSG00000276449.1	0.02	0.03	0.06	0.13	0.09	0.22	AC004076.5	chr19	lncRNA	--
ENSG00000251364.7	0.02	0.02	0.03	0.05	0.03	0.06	CTD-2516F10.2	chr11	lncRNA	--
ENSG00000022267.19	2.37	2.77	2.87	1.59	1.5	1.78	FHL1	chrX	protein_coding	four and a half LIM domains 1
ENSG00000159905.15	0.04	0.1	0.14	0.07	0.1	0.13	ZNF221	chr19	protein_coding	zinc finger protein 221
ENSG00000197993.9	0.01	0.01	0.01	0.01	0.04	0.01	KEL	chr7	protein_coding	Kell metallo-endopeptidase (Kell blood group)
ENSG00000183798.5	0.17	0.06	0.09	0.11	0.22	0.21	EMILIN3	chr20	protein_coding	elastin microfibril interfacer 3
