Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000270426.1	1	0	4	8	3	0	RP11-326I11.5	chr4	lncRNA	--
ENSG00000183111.12	80	67	89	101	108	88	ARHGEF37	chr5	protein_coding	Rho guanine nucleotide exchange factor 37
ENSG00000160716.6	18	12	10	9	9	7	CHRNB2	chr1	protein_coding	cholinergic receptor nicotinic beta 2 subunit
ENSG00000256453.2	49	68	54	94	104	110	DND1	chr5	protein_coding	DND microRNA-mediated repression inhibitor 1
ENSG00000105472.13	211	183	279	199	172	171	CLEC11A	chr19	protein_coding	C-type lectin domain containing 11A
ENSG00000237471.2	1	0	0	0	1	3	AC073115.6	chr7	lncRNA	--
ENSG00000226754.2	39	51	60	34	43	50	RP5-1024G6.5	chr1	lncRNA	--
ENSG00000137561.5	30	32	38	27	23	23	TTPA	chr8	protein_coding	alpha tocopherol transfer protein
ENSG00000138794.10	462	357	456	454	493	507	CASP6	chr4	protein_coding	caspase 6
ENSG00000251497.2	2	0	0	1	0	0	PITPNM2-AS1	chr12	lncRNA	PITPNM2 antisense RNA 1
ENSG00000108231.14	1	0	0	1	4	0	LGI1	chr10	protein_coding	leucine rich glioma inactivated 1
ENSG00000198744.5	39	44	68	53	59	57	MTCO3P12	chr1	unprocessed_pseudogene	MT-CO3 pseudogene 12
ENSG00000138670.18	4	3	15	24	32	17	RASGEF1B	chr4	protein_coding	RasGEF domain family member 1B
ENSG00000130612.16	0	0	0	0	1	4	CYP2G1P	chr19	transcribed_unprocessed_pseudogene	cytochrome P450 family 2 subfamily G member 1, pseudogene
ENSG00000048540.15	0	1	6	0	4	2	LMO3	chr12	protein_coding	LIM domain only 3
ENSG00000093144.19	1121	1129	1353	1198	1135	1241	ECHDC1	chr6	protein_coding	ethylmalonyl-CoA decarboxylase 1
ENSG00000225422.4	0	0	0	0	0	1	RBMS1P1	chr12	processed_pseudogene	RNA binding motif single stranded interacting protein 1 pseudogene 1
ENSG00000243232.6	53	58	42	47	72	87	PCDHAC2	chr5	protein_coding	protocadherin alpha subfamily C, 2
ENSG00000254422.1	5	12	14	7	12	12	RP11-864G5.3	chr11	lncRNA	--
ENSG00000268234.1	1	0	2	1	1	1	FKBP4P6	chr9	processed_pseudogene	FKBP prolyl isomerase 4 pseudogene 6
ENSG00000167632.18	521	408	578	540	494	570	TRAPPC9	chr8	protein_coding	trafficking protein particle complex subunit 9
ENSG00000101193.8	1072	1010	1283	986	863	891	GID8	chr20	protein_coding	GID complex subunit 8 homolog
ENSG00000164120.14	4975	4846	6287	6072	6610	6759	HPGD	chr4	protein_coding	15-hydroxyprostaglandin dehydrogenase
ENSG00000288059.1	0	0	0	2	0	1	RP13-52K8.2	chrX	lncRNA	--
ENSG00000111275.13	4345	3521	4945	9314	8696	8948	ALDH2	chr12	protein_coding	aldehyde dehydrogenase 2 family member
ENSG00000253394.6	3	6	1	3	6	8	LINC00534	chr8	lncRNA	long intergenic non-protein coding RNA 534
ENSG00000143061.18	1482	1423	1748	670	660	638	IGSF3	chr1	protein_coding	immunoglobulin superfamily member 3
ENSG00000084234.18	5954	5429	6930	9036	9208	9697	APLP2	chr11	protein_coding	amyloid beta precursor like protein 2
ENSG00000146205.14	79	79	73	44	39	56	ANO7	chr2	protein_coding	anoctamin 7
ENSG00000169946.14	2	0	3	4	3	1	ZFPM2	chr8	protein_coding	zinc finger protein, FOG family member 2
ENSG00000089682.16	210	205	251	314	288	288	RBM41	chrX	protein_coding	RNA binding motif protein 41
ENSG00000175175.6	22	13	10	13	17	11	PPM1E	chr17	protein_coding	protein phosphatase, Mg2+/Mn2+ dependent 1E
ENSG00000231086.1	1	0	0	0	0	5	TSSK1A	chr22	unitary_pseudogene	testis specific serine kinase 1A (pseudogene)
ENSG00000237594.2	10	9	9	16	10	9	AP000251.3	chr21	lncRNA	--
ENSG00000136504.13	1129	1099	1295	1115	1103	1274	KAT7	chr17	protein_coding	lysine acetyltransferase 7
ENSG00000250091.3	65	53	77	218	170	203	DNAH10OS	chr12	lncRNA	dynein axonemal heavy chain 10 opposite strand
ENSG00000138119.17	7693	7128	9025	8031	8149	9024	MYOF	chr10	protein_coding	myoferlin
ENSG00000156697.13	1696	1521	1945	1384	1272	1419	UTP14A	chrX	protein_coding	UTP14A small subunit processome component
ENSG00000257645.1	0	0	0	1	0	0	RP11-804F13.2	chr12	processed_pseudogene	--
ENSG00000285471.1	20	14	15	11	8	9	RP11-960B9.3	chr17	protein_coding	--
ENSG00000160408.16	11	4	17	23	12	11	ST6GALNAC6	chr9	protein_coding	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
ENSG00000253182.1	0	0	0	0	2	0	RP11-486M23.2	chr8	lncRNA	--
ENSG00000203896.10	45	27	51	74	85	71	LIME1	chr20	protein_coding	Lck interacting transmembrane adaptor 1
ENSG00000130522.6	3192	2530	3498	2704	2100	2356	JUND	chr19	protein_coding	JunD proto-oncogene, AP-1 transcription factor subunit
ENSG00000121270.16	2	1	6	13	4	19	ABCC11	chr16	protein_coding	ATP binding cassette subfamily C member 11
ENSG00000159055.4	511	433	619	480	516	499	MIS18A	chr21	protein_coding	MIS18 kinetochore protein A
ENSG00000117411.18	1696	1480	1918	2305	2162	2243	B4GALT2	chr1	protein_coding	beta-1,4-galactosyltransferase 2
ENSG00000153561.13	1776	1663	2022	2892	3069	3288	RMND5A	chr2	protein_coding	required for meiotic nuclear division 5 homolog A
ENSG00000119771.15	286	279	279	241	265	242	KLHL29	chr2	protein_coding	kelch like family member 29
ENSG00000187997.11	1	0	0	1	2	5	C17orf99	chr17	protein_coding	chromosome 17 open reading frame 99
ENSG00000273749.5	4253	4265	4890	4111	4223	4407	CYFIP1	chr15	protein_coding	cytoplasmic FMR1 interacting protein 1
ENSG00000114638.8	249	218	321	111	75	77	UPK1B	chr3	protein_coding	uroplakin 1B
ENSG00000177822.8	95	70	121	64	78	83	TENM3-AS1	chr4	lncRNA	TENM3 antisense RNA 1
ENSG00000170374.6	0	1	0	1	6	0	SP7	chr12	protein_coding	Sp7 transcription factor
ENSG00000132182.12	2799	2633	3235	1546	1334	1393	NUP210	chr3	protein_coding	nucleoporin 210
ENSG00000228592.2	0	1	1	0	1	0	D21S2088E	chr21	lncRNA	--
ENSG00000177675.9	7	8	1	13	7	17	CD163L1	chr12	protein_coding	CD163 molecule like 1
ENSG00000187860.11	104	83	98	77	79	103	CCDC157	chr22	protein_coding	coiled-coil domain containing 157
ENSG00000238273.3	1	0	2	3	2	1	AC012360.6	chr2	lncRNA	--
ENSG00000249855.1	6	3	9	4	8	16	EEF1A1P19	chr5	processed_pseudogene	eukaryotic translation elongation factor 1 alpha 1 pseudogene 19
ENSG00000215089.3	0	2	3	2	0	0	KRT18P11	chrX	processed_pseudogene	keratin 18 pseudogene 11
ENSG00000108298.12	65332	58013	75866	59284	55597	53608	RPL19	chr17	protein_coding	ribosomal protein L19
ENSG00000178401.16	1401	1223	1676	1505	1369	1570	DNAJC22	chr12	protein_coding	DnaJ heat shock protein family (Hsp40) member C22
ENSG00000133624.13	90	80	161	305	248	293	ZNF767P	chr7	transcribed_unprocessed_pseudogene	zinc finger family member 767, pseudogene
ENSG00000230432.1	5	1	0	1	2	0	AC114803.3	chr2	lncRNA	--
ENSG00000259694.1	0	0	0	0	1	0	RP13-262C2.3	chr15	lncRNA	--
ENSG00000273335.1	0	1	1	4	2	2	RP11-61L19.2	chr18	lncRNA	--
ENSG00000143549.21	9806	9115	11606	5340	4766	5189	TPM3	chr1	protein_coding	tropomyosin 3
ENSG00000287957.1	4	1	2	1	2	0	RP11-124O10.1	chr12	lncRNA	--
ENSG00000067606.17	424	328	471	450	346	368	PRKCZ	chr1	protein_coding	protein kinase C zeta
ENSG00000175711.8	229	152	250	325	249	254	B3GNTL1	chr17	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1
ENSG00000267201.1	1	1	2	2	0	1	LINC01775	chr19	lncRNA	long intergenic non-protein coding RNA 1775
ENSG00000151348.16	2248	2000	2590	2266	2295	2461	EXT2	chr11	protein_coding	exostosin glycosyltransferase 2
ENSG00000111046.4	0	0	0	0	0	1	MYF6	chr12	protein_coding	myogenic factor 6
ENSG00000004846.17	12	13	25	82	91	81	ABCB5	chr7	protein_coding	ATP binding cassette subfamily B member 5
ENSG00000106009.16	1437	1225	1766	1327	1124	1227	BRAT1	chr7	protein_coding	BRCA1 associated ATM activator 1
ENSG00000164111.15	13056	11833	14954	14097	13830	14132	ANXA5	chr4	protein_coding	annexin A5
ENSG00000234378.1	1	0	0	0	2	0	AC098828.2	chr2	lncRNA	--
ENSG00000109971.14	41910	38885	49837	27317	24512	26866	HSPA8	chr11	protein_coding	heat shock protein family A (Hsp70) member 8
ENSG00000261052.6	2	5	6	8	5	4	SULT1A3	chr16	protein_coding	sulfotransferase family 1A member 3
ENSG00000241399.7	235	216	287	482	432	513	CD302	chr2	protein_coding	CD302 molecule
ENSG00000227962.1	0	0	0	1	1	0	RP11-382D8.3	chr1	processed_pseudogene	--
ENSG00000111863.13	10	4	6	16	11	9	ADTRP	chr6	protein_coding	androgen dependent TFPI regulating protein
ENSG00000248596.8	0	4	1	4	2	4	RP11-826N14.8	chr5	lncRNA	--
ENSG00000124787.14	551	512	680	455	414	437	RPP40	chr6	protein_coding	ribonuclease P/MRP subunit p40
ENSG00000169851.15	54	37	50	24	51	26	PCDH7	chr4	protein_coding	protocadherin 7
ENSG00000230583.7	41	34	32	40	31	36	GTF2IRD1P1	chr7	transcribed_unprocessed_pseudogene	GTF2I repeat domain containing 1 pseudogene 1
ENSG00000198113.3	1029	881	1281	949	813	898	TOR4A	chr9	protein_coding	torsin family 4 member A
ENSG00000206337.12	30	19	39	13	6	9	HCP5	chr6	lncRNA	HLA complex P5
ENSG00000275489.2	3	1	0	1	1	0	C17orf98	chr17	protein_coding	chromosome 17 open reading frame 98
ENSG00000231776.5	1	0	0	0	0	0	LINC01611	chr6	lncRNA	long intergenic non-protein coding RNA 1611
ENSG00000124257.7	20	13	31	31	29	31	NEURL2	chr20	protein_coding	neuralized E3 ubiquitin protein ligase 2
ENSG00000158805.12	500	486	640	753	702	627	ZNF276	chr16	protein_coding	zinc finger protein 276
ENSG00000276900.1	22	29	32	74	89	77	RP11-467L13.7	chr12	lncRNA	--
ENSG00000165275.10	170	148	220	297	291	258	TRMT10B	chr9	protein_coding	tRNA methyltransferase 10B
ENSG00000021852.13	0	0	0	0	2	0	C8B	chr1	protein_coding	complement C8 beta chain
ENSG00000261455.1	56	35	72	86	65	50	LINC01003	chr7	lncRNA	long intergenic non-protein coding RNA 1003
ENSG00000011260.14	2376	2157	2852	1882	1783	1754	UTP18	chr17	protein_coding	UTP18 small subunit processome component
ENSG00000236427.1	1	8	15	5	0	4	RP11-107M16.2	chr1	lncRNA	--
ENSG00000188800.6	0	1	0	0	1	0	TMCO2	chr1	protein_coding	transmembrane and coiled-coil domains 2
ENSG00000174939.11	627	468	700	304	269	291	ASPHD1	chr16	protein_coding	aspartate beta-hydroxylase domain containing 1
ENSG00000100324.14	824	697	853	1159	1112	1104	TAB1	chr22	protein_coding	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
ENSG00000241111.1	3	4	1	5	5	4	PRICKLE2-AS1	chr3	lncRNA	PRICKLE2 antisense RNA 1
ENSG00000261242.1	0	2	1	8	8	6	CTD-2302E22.4	chr14	lncRNA	--
ENSG00000261731.2	2	0	1	2	3	1	CTD-2358C21.4	chr16	lncRNA	--
ENSG00000152705.8	10	6	4	11	9	12	CATSPER3	chr5	protein_coding	cation channel sperm associated 3
ENSG00000261505.1	195	159	190	125	128	128	LA16c-358B7.3	chr16	lncRNA	--
ENSG00000213996.13	0	2	4	3	5	1	TM6SF2	chr19	protein_coding	transmembrane 6 superfamily member 2
ENSG00000056050.7	558	538	755	514	479	474	HPF1	chr4	protein_coding	histone PARylation factor 1
ENSG00000230580.1	0	0	4	0	0	0	RPL19P5	chr2	processed_pseudogene	ribosomal protein L19 pseudogene 5
ENSG00000206127.11	0	0	4	3	5	6	GOLGA8O	chr15	protein_coding	golgin A8 family member O
ENSG00000170298.16	1	0	0	3	3	0	LGALS9B	chr17	protein_coding	galectin 9B
ENSG00000224356.5	0	0	6	1	1	1	RP11-151A6.4	chr13	lncRNA	--
ENSG00000259153.2	132	150	217	184	145	218	RP6-65G23.3	chr14	lncRNA	--
ENSG00000205810.9	1	1	0	6	6	2	KLRC3	chr12	protein_coding	killer cell lectin like receptor C3
ENSG00000130985.17	9239	8693	10914	9986	9147	9298	UBA1	chrX	protein_coding	ubiquitin like modifier activating enzyme 1
ENSG00000233927.5	6132	5327	7348	6772	6226	6258	RPS28	chr19	protein_coding	ribosomal protein S28
ENSG00000224316.1	0	0	1	0	0	0	GTF2IP5	chr7	unprocessed_pseudogene	general transcription factor IIi pseudogene 5
ENSG00000262873.2	0	0	1	0	0	0	CTD-2561B21.11	chr17	lncRNA	--
ENSG00000286861.1	0	0	1	4	3	9	RP11-1012A1.11	chr14	lncRNA	--
ENSG00000156482.11	26394	22848	30629	26205	24278	23555	RPL30	chr8	protein_coding	ribosomal protein L30
ENSG00000129932.10	419	391	479	337	304	298	DOHH	chr19	protein_coding	deoxyhypusine hydroxylase
ENSG00000143398.20	1461	1496	1714	1195	1189	1255	PIP5K1A	chr1	protein_coding	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
ENSG00000244468.1	3	8	12	10	7	12	RP11-206M11.7	chr3	lncRNA	--
ENSG00000279594.1	1	1	0	1	6	14	RP11-950C14.10	chr14	TEC	--
ENSG00000277559.1	8	8	20	22	24	28	RP11-434E6.4	chr16	lncRNA	--
ENSG00000258457.5	14	15	18	30	37	36	RP11-298I3.4	chr14	lncRNA	--
ENSG00000201208.1	1	0	0	0	0	2	Y_RNA	chr12	misc_RNA	--
ENSG00000061918.14	19	26	35	23	9	16	GUCY1B1	chr4	protein_coding	guanylate cyclase 1 soluble subunit beta 1
ENSG00000125821.13	1323	1202	1531	967	929	907	DTD1	chr20	protein_coding	D-aminoacyl-tRNA deacylase 1
ENSG00000135926.15	3196	2802	3635	3045	2845	3036	TMBIM1	chr2	protein_coding	transmembrane BAX inhibitor motif containing 1
ENSG00000140795.13	4	2	3	6	6	12	MYLK3	chr16	protein_coding	myosin light chain kinase 3
ENSG00000133195.11	469	413	547	1262	1161	1193	SLC39A11	chr17	protein_coding	solute carrier family 39 member 11
ENSG00000235092.6	113	75	146	204	215	273	ID2-AS1	chr2	lncRNA	ID2 antisense RNA 1
ENSG00000172493.23	776	711	939	1650	1683	1790	AFF1	chr4	protein_coding	AF4/FMR2 family member 1
ENSG00000196747.4	9	6	6	9	7	18	H2AC13	chr6	protein_coding	H2A clustered histone 13
ENSG00000269843.1	1	0	0	3	1	1	CTC-490E21.10	chr19	lncRNA	--
ENSG00000272505.1	3	1	5	3	0	3	RP11-981G7.6	chr8	lncRNA	--
ENSG00000279765.3	93	78	136	126	98	111	RP11-437B10.1	chr15	protein_coding	--
ENSG00000188368.11	355	281	380	273	244	215	PRR19	chr19	protein_coding	proline rich 19
ENSG00000234617.2	2	4	10	18	15	15	SNRK-AS1	chr3	lncRNA	SNRK antisense RNA 1
ENSG00000267023.5	14	10	19	6	6	5	LRRC37A16P	chr17	transcribed_unprocessed_pseudogene	leucine rich repeat containing 37 member A16, pseudogene
ENSG00000176988.9	0	3	0	0	0	0	FMR1NB	chrX	protein_coding	FMR1 neighbor
ENSG00000201469.1	0	1	0	0	0	0	RNA5SP379	chr12	rRNA_pseudogene	RNA, 5S ribosomal pseudogene 379
ENSG00000154783.12	0	1	1	0	0	3	FGD5	chr3	protein_coding	FYVE, RhoGEF and PH domain containing 5
ENSG00000183048.12	500	496	686	384	324	344	SLC25A10	chr17	protein_coding	solute carrier family 25 member 10
ENSG00000259863.1	0	0	1	2	1	1	SH3RF3-AS1	chr2	lncRNA	SH3RF3 antisense RNA 1
ENSG00000112624.12	162	143	173	273	264	279	BICRAL	chr6	protein_coding	BRD4 interacting chromatin remodeling complex associated protein like
ENSG00000240668.1	14	1	9	5	5	2	KRT8P36	chr3	processed_pseudogene	keratin 8 pseudogene 36
ENSG00000260798.1	8	6	3	17	18	13	RP11-354M1.2	chr16	lncRNA	--
ENSG00000106665.16	1345	1078	1527	1379	1176	1190	CLIP2	chr7	protein_coding	CAP-Gly domain containing linker protein 2
ENSG00000187522.16	988	927	1252	645	552	603	HSPA14	chr10	protein_coding	heat shock protein family A (Hsp70) member 14
ENSG00000278434.1	1	0	8	0	1	3	RP11-709D24.8	chr16	lncRNA	--
ENSG00000118922.18	85	54	125	103	96	113	KLF12	chr13	protein_coding	Kruppel like factor 12
ENSG00000180667.11	610	631	761	470	376	486	YOD1	chr1	protein_coding	YOD1 deubiquitinase
ENSG00000139514.13	1310	1218	1460	1782	1756	1931	SLC7A1	chr13	protein_coding	solute carrier family 7 member 1
ENSG00000234969.1	0	0	2	1	3	0	AARSD1P1	chrX	processed_pseudogene	AARSD1 pseudogene 1
ENSG00000272831.1	304	202	319	337	334	280	RP11-792A8.4	chr7	lncRNA	--
ENSG00000187678.10	183	188	254	282	349	312	SPRY4	chr5	protein_coding	sprouty RTK signaling antagonist 4
ENSG00000271275.1	0	1	0	0	1	0	AC007326.9	chr22	processed_pseudogene	--
ENSG00000108854.16	605	650	794	618	597	716	SMURF2	chr17	protein_coding	SMAD specific E3 ubiquitin protein ligase 2
ENSG00000164944.12	1124	1127	1420	1383	1368	1408	VIRMA	chr8	protein_coding	vir like m6A methyltransferase associated
ENSG00000154640.15	1150	1041	1457	1030	1058	1164	BTG3	chr21	protein_coding	BTG anti-proliferation factor 3
ENSG00000185774.16	1	0	2	4	0	2	KCNIP4	chr4	protein_coding	potassium voltage-gated channel interacting protein 4
ENSG00000217128.12	489	514	614	584	788	706	FNIP1	chr5	protein_coding	folliculin interacting protein 1
ENSG00000111665.12	1546	1458	1803	1200	1111	1077	CDCA3	chr12	protein_coding	cell division cycle associated 3
ENSG00000287919.1	0	0	0	1	0	0	RP11-57H12.7	chr1	lncRNA	--
ENSG00000160345.13	150	121	136	72	74	82	C9orf116	chr9	protein_coding	chromosome 9 open reading frame 116
ENSG00000132744.8	159	98	127	204	169	126	ACY3	chr11	protein_coding	aminoacylase 3
ENSG00000143390.18	1153	1028	1282	1668	1504	1620	RFX5	chr1	protein_coding	regulatory factor X5
ENSG00000285427.1	6	7	4	4	4	7	SOD2-OT1	chr6	lncRNA	SOD2 overlapping transcript 1
ENSG00000278189.1	2	1	1	0	0	17	RNA5-8SN1	chr21	rRNA	RNA, 5.8S ribosomal N1
ENSG00000227694.1	4	8	6	5	7	8	RPL23AP74	chr17	processed_pseudogene	ribosomal protein L23a pseudogene 74
ENSG00000163617.11	44	18	41	127	165	166	CCDC191	chr3	protein_coding	coiled-coil domain containing 191
ENSG00000134744.14	353	330	430	498	507	600	TUT4	chr1	protein_coding	terminal uridylyl transferase 4
ENSG00000234284.7	24	21	21	91	68	73	ZNF879	chr5	protein_coding	zinc finger protein 879
ENSG00000124608.5	317	276	358	302	289	296	AARS2	chr6	protein_coding	alanyl-tRNA synthetase 2, mitochondrial
ENSG00000168071.22	264	229	310	249	239	208	CCDC88B	chr11	protein_coding	coiled-coil domain containing 88B
ENSG00000231102.1	0	0	1	0	0	0	RP11-298J23.5	chr6	lncRNA	--
ENSG00000167123.19	622	532	694	1034	943	925	CERCAM	chr9	protein_coding	cerebral endothelial cell adhesion molecule
ENSG00000185482.8	11	2	4	46	14	19	STAC3	chr12	protein_coding	SH3 and cysteine rich domain 3
ENSG00000185834.10	46	45	71	50	55	55	RPL12P4	chr20	processed_pseudogene	ribosomal protein L12 pseudogene 4
ENSG00000113845.10	1892	1792	2423	2365	2142	2290	TIMMDC1	chr3	protein_coding	translocase of inner mitochondrial membrane domain containing 1
ENSG00000158161.16	240	256	331	243	232	226	EYA3	chr1	protein_coding	EYA transcriptional coactivator and phosphatase 3
ENSG00000150477.15	58	38	81	66	58	57	KIAA1328	chr18	protein_coding	KIAA1328
ENSG00000259330.3	203	140	182	109	110	112	INAFM2	chr15	protein_coding	InaF motif containing 2
ENSG00000166148.4	6	6	4	8	6	15	AVPR1A	chr12	protein_coding	arginine vasopressin receptor 1A
ENSG00000164128.7	274	192	331	646	543	591	NPY1R	chr4	protein_coding	neuropeptide Y receptor Y1
ENSG00000233016.7	1608	1558	1949	1405	1297	1282	SNHG7	chr9	lncRNA	small nucleolar RNA host gene 7
ENSG00000057294.16	414	382	490	764	720	803	PKP2	chr12	protein_coding	plakophilin 2
ENSG00000137040.10	443	387	510	546	580	596	RANBP6	chr9	protein_coding	RAN binding protein 6
ENSG00000264230.9	1158	1038	1314	947	903	918	ANXA8L1	chr10	protein_coding	annexin A8 like 1
ENSG00000125779.24	1429	1247	1649	1568	1436	1514	PANK2	chr20	protein_coding	pantothenate kinase 2
ENSG00000253799.1	0	0	2	0	0	1	LINC01030	chr8	lncRNA	long intergenic non-protein coding RNA 1030
ENSG00000288698.1	98	108	126	65	51	86	RP11-15L13.5	chr3	protein_coding	--
ENSG00000213184.3	0	0	1	0	0	0	RP11-335F8.2	chr11	processed_pseudogene	--
ENSG00000167653.5	67	65	87	65	63	55	PSCA	chr8	protein_coding	prostate stem cell antigen
ENSG00000160396.9	11	7	7	6	15	14	HIPK4	chr19	protein_coding	homeodomain interacting protein kinase 4
ENSG00000068024.17	357	364	434	386	328	361	HDAC4	chr2	protein_coding	histone deacetylase 4
ENSG00000079387.14	591	570	751	584	573	554	SENP1	chr12	protein_coding	SUMO specific peptidase 1
ENSG00000265916.1	0	1	0	3	5	1	RP11-434D2.9	chr17	processed_pseudogene	--
ENSG00000088205.13	2644	2516	3163	2709	2628	2932	DDX18	chr2	protein_coding	DEAD-box helicase 18
ENSG00000198792.13	2392	2070	2667	3086	2945	2912	TMEM184B	chr22	protein_coding	transmembrane protein 184B
ENSG00000285979.1	1	5	0	2	1	5	RP11-407G23.8	chr16	lncRNA	--
ENSG00000235954.7	191	125	231	281	258	256	TTC28-AS1	chr22	lncRNA	TTC28 antisense RNA 1
ENSG00000227045.1	1	0	2	3	1	0	RP11-98D18.1	chr1	lncRNA	--
ENSG00000197608.12	15	21	19	89	67	92	ZNF841	chr19	protein_coding	zinc finger protein 841
ENSG00000232915.1	0	0	0	0	0	1	RNF14P1	chr2	processed_pseudogene	RNF14 pseudogene 1
ENSG00000167701.14	5	3	9	16	7	10	GPT	chr8	protein_coding	glutamic--pyruvic transaminase
ENSG00000232006.9	11	7	3	20	13	12	AC005537.2	chr7	lncRNA	--
ENSG00000213332.4	1	0	0	0	1	0	SLC25A5P6	chr4	processed_pseudogene	solute carrier family 25 member 5 pseudogene 6
ENSG00000104228.13	655	561	728	571	622	638	TRIM35	chr8	protein_coding	tripartite motif containing 35
ENSG00000226465.3	31	11	41	61	55	34	RP13-401N8.1	chr20	lncRNA	--
ENSG00000244627.5	5	6	4	24	22	17	TPTEP2	chr22	transcribed_unprocessed_pseudogene	TPTE pseudogene 2
ENSG00000236823.2	0	0	0	0	0	2	RP1-249F5.3	chr6	lncRNA	--
ENSG00000285006.1	12	7	12	18	14	10	RP1-240K6.5	chr14	lncRNA	--
ENSG00000275091.1	0	2	7	3	3	3	CTB-55O6.13	chr19	lncRNA	--
ENSG00000271781.1	18	16	33	32	51	57	CTD-2589H19.6	chr5	lncRNA	--
ENSG00000102710.20	507	501	726	804	803	821	SUPT20H	chr13	protein_coding	SPT20 homolog, SAGA complex component
ENSG00000196748.10	27	29	37	29	27	24	CLPSL2	chr6	protein_coding	colipase like 2
ENSG00000272236.1	0	0	3	0	0	0	XXbac-BPG170G13.32	chr6	lncRNA	--
ENSG00000169855.20	561	460	587	930	884	898	ROBO1	chr3	protein_coding	roundabout guidance receptor 1
ENSG00000147118.12	92	88	130	192	208	207	ZNF182	chrX	protein_coding	zinc finger protein 182
ENSG00000223612.3	1	1	0	3	0	4	RP11-289I10.2	chr1	processed_pseudogene	--
ENSG00000219200.12	4294	4048	5182	4330	3910	3541	RNASEK	chr17	protein_coding	ribonuclease K
ENSG00000114346.14	2790	2667	3437	3038	3308	3581	ECT2	chr3	protein_coding	epithelial cell transforming 2
ENSG00000198890.9	0	0	0	2	0	0	PRMT6	chr1	protein_coding	protein arginine methyltransferase 6
ENSG00000287721.1	0	3	7	14	5	5	CTD-2008P7.11	chr17	lncRNA	--
ENSG00000229619.4	22	7	8	68	53	73	MBNL1-AS1	chr3	lncRNA	MBNL1 antisense RNA 1
ENSG00000254463.1	0	0	0	1	0	0	PPIAP41	chr11	processed_pseudogene	peptidylprolyl isomerase A pseudogene 41
ENSG00000121742.19	10	2	1	0	8	0	GJB6	chr13	protein_coding	gap junction protein beta 6
ENSG00000249502.3	0	1	0	0	1	1	AC006160.5	chr4	lncRNA	--
ENSG00000224727.1	0	0	0	0	1	0	FCF1P7	chr1	processed_pseudogene	FCF1 pseudogene 7
ENSG00000100350.15	1216	1074	1558	1605	1517	1560	FOXRED2	chr22	protein_coding	FAD dependent oxidoreductase domain containing 2
ENSG00000105202.9	17822	16314	20846	15341	13871	13712	FBL	chr19	protein_coding	fibrillarin
ENSG00000274717.1	0	2	0	2	0	2	RP1-47A17.1	chr22	processed_pseudogene	--
ENSG00000204949.9	1	0	0	0	0	1	FAM83A-AS1	chr8	lncRNA	FAM83A antisense RNA 1
ENSG00000178764.8	142	125	153	272	243	261	ZHX2	chr8	protein_coding	zinc fingers and homeoboxes 2
ENSG00000169203.16	35	42	68	116	109	131	NPIPB12	chr16	protein_coding	nuclear pore complex interacting protein family member B12
ENSG00000162231.14	1378	1287	1698	1887	1805	1765	NXF1	chr11	protein_coding	nuclear RNA export factor 1
ENSG00000286618.1	14	14	9	16	15	16	CTD-2285E13.1	chr4	lncRNA	--
ENSG00000271121.2	1	0	0	0	0	0	NUDT4P2	chr1	processed_pseudogene	nudix hydrolase 4 pseudogene 2
ENSG00000156253.7	430	368	432	580	592	553	RWDD2B	chr21	protein_coding	RWD domain containing 2B
ENSG00000164081.13	1600	1440	1977	1582	1497	1438	TEX264	chr3	protein_coding	testis expressed 264, ER-phagy receptor
ENSG00000088002.12	2246	1743	2525	1302	971	1033	SULT2B1	chr19	protein_coding	sulfotransferase family 2B member 1
ENSG00000230849.2	0	0	0	0	0	1	GOT2P2	chr1	processed_pseudogene	GOT2 pseudogene 2
ENSG00000198515.16	0	0	2	0	0	0	CNGA1	chr4	protein_coding	cyclic nucleotide gated channel subunit alpha 1
ENSG00000167625.11	619	504	763	721	675	678	ZNF526	chr19	protein_coding	zinc finger protein 526
ENSG00000226396.1	9	15	14	30	29	28	RP5-1056L3.3	chr1	processed_pseudogene	--
ENSG00000112378.12	8241	7332	10302	18025	17668	19025	PERP	chr6	protein_coding	p53 apoptosis effector related to PMP22
ENSG00000168772.11	25	5	38	76	73	74	CXXC4	chr4	protein_coding	CXXC finger protein 4
ENSG00000235934.2	4	0	0	0	3	0	AC007405.8	chr2	lncRNA	--
ENSG00000279006.1	0	0	0	0	1	0	CTA-243E7.2	chr22	lncRNA	--
ENSG00000161618.10	1090	931	1262	1091	977	1000	ALDH16A1	chr19	protein_coding	aldehyde dehydrogenase 16 family member A1
ENSG00000223302.1	1	1	1	0	1	3	Y_RNA	chr10	misc_RNA	--
ENSG00000226469.1	0	0	1	0	2	0	ADAM1B	chr12	unitary_pseudogene	ADAM metallopeptidase domain 1B (pseudogene)
ENSG00000261780.3	1406	1246	1717	3602	3472	3720	LINC02582	chr18	lncRNA	long intergenic non-protein coding RNA 2582
ENSG00000176225.15	352	268	354	279	278	250	RTTN	chr18	protein_coding	rotatin
